dteday,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,target,count_lagged_week
2012-01-07,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,170,92.0
2012-01-07,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,140,71.0
2012-01-07,1,1,22,0,6,0,1,0.44,0.4394,0.38,0.2537,109,52.0
2012-01-07,1,1,23,0,6,0,1,0.42,0.4242,0.38,0.2239,119,38.0
2012-01-08,1,1,0,0,0,0,1,0.38,0.3939,0.4,0.2836,91,31.0
2012-01-08,1,1,1,0,0,0,1,0.34,0.3333,0.42,0.194,72,48.0
2012-01-08,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,67,93.0
2012-01-08,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,32,75.0
2012-01-08,1,1,4,0,0,0,1,0.32,0.303,0.49,0.2537,6,52.0
2012-01-08,1,1,5,0,0,0,2,0.32,0.3333,0.49,0.1045,2,8.0
2012-01-08,1,1,6,0,0,0,2,0.3,0.3333,0.52,0.0,2,5.0
2012-01-08,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,24,2.0
2012-01-08,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,57,7.0
2012-01-08,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,125,14.0
2012-01-08,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,208,40.0
2012-01-08,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,256,70.0
2012-01-08,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,351,138.0
2012-01-08,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,343,201.0
2012-01-08,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,328,223.0
2012-01-08,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,330,267.0
2012-01-08,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,314,265.0
2012-01-08,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,219,215.0
2012-01-08,1,1,18,0,0,0,1,0.34,0.3182,0.46,0.2239,181,111.0
2012-01-08,1,1,19,0,0,0,1,0.32,0.3182,0.49,0.194,112,106.0
2012-01-08,1,1,20,0,0,0,1,0.3,0.303,0.52,0.1642,126,105.0
2012-01-08,1,1,21,0,0,0,1,0.28,0.2727,0.56,0.2239,91,83.0
2012-01-08,1,1,22,0,0,0,1,0.26,0.2727,0.6,0.1045,58,71.0
2012-01-08,1,1,23,0,0,0,1,0.26,0.2424,0.56,0.2537,30,66.0
2012-01-09,1,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,15,29.0
2012-01-09,1,1,1,0,1,1,1,0.24,0.2424,0.6,0.1343,5,39.0
2012-01-09,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,5,12.0
2012-01-09,1,1,3,0,1,1,1,0.24,0.2424,0.52,0.1642,3,7.0
2012-01-09,1,1,4,0,1,1,1,0.22,0.2424,0.64,0.1045,4,4.0
2012-01-09,1,1,5,0,1,1,2,0.2,0.2273,0.64,0.0896,21,4.0
2012-01-09,1,1,6,0,1,1,2,0.22,0.2273,0.6,0.1343,88,14.0
2012-01-09,1,1,7,0,1,1,2,0.22,0.2424,0.6,0.1045,240,16.0
2012-01-09,1,1,8,0,1,1,2,0.22,0.2576,0.55,0.0896,420,53.0
2012-01-09,1,1,9,0,1,1,2,0.22,0.2727,0.64,0.0,197,68.0
2012-01-09,1,1,10,0,1,1,1,0.24,0.2879,0.6,0.0,108,109.0
2012-01-09,1,1,11,0,1,1,2,0.26,0.2879,0.56,0.0896,88,175.0
2012-01-09,1,1,12,0,1,1,2,0.26,0.2727,0.56,0.1045,103,202.0
2012-01-09,1,1,13,0,1,1,2,0.26,0.2727,0.56,0.1045,80,176.0
2012-01-09,1,1,14,0,1,1,3,0.22,0.2273,0.75,0.1642,50,151.0
2012-01-09,1,1,15,0,1,1,3,0.22,0.2273,0.75,0.1642,69,168.0
2012-01-09,1,1,16,0,1,1,3,0.22,0.2576,0.87,0.0896,49,154.0
2012-01-09,1,1,17,0,1,1,3,0.22,0.2727,0.87,0.0,152,153.0
2012-01-09,1,1,18,0,1,1,4,0.2,0.2273,0.86,0.0896,164,126.0
2012-01-09,1,1,19,0,1,1,3,0.2,0.2273,0.93,0.0896,190,93.0
2012-01-09,1,1,20,0,1,1,2,0.2,0.2273,0.86,0.0896,132,88.0
2012-01-09,1,1,21,0,1,1,2,0.2,0.2576,0.93,0.0,79,66.0
2012-01-09,1,1,22,0,1,1,2,0.2,0.2273,0.92,0.1045,62,39.0
2012-01-09,1,1,23,0,1,1,2,0.22,0.2424,0.87,0.1045,52,34.0
2012-01-10,1,1,0,0,2,1,2,0.22,0.2424,0.87,0.1045,14,13.0
2012-01-10,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045,5,6.0
2012-01-10,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,4,3.0
2012-01-10,1,1,4,0,2,1,2,0.2,0.2121,0.86,0.1642,4,2.0
2012-01-10,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239,23,5.0
2012-01-10,1,1,6,0,2,1,2,0.18,0.1818,0.93,0.194,79,12.0
2012-01-10,1,1,7,0,2,1,2,0.18,0.197,0.93,0.1642,222,85.0
2012-01-10,1,1,8,0,2,1,2,0.18,0.197,0.93,0.1642,471,170.0
2012-01-10,1,1,9,0,2,1,2,0.18,0.197,0.93,0.1642,195,354.0
2012-01-10,1,1,10,0,2,1,2,0.18,0.197,0.93,0.1642,83,153.0
2012-01-10,1,1,11,0,2,1,1,0.42,0.4242,0.38,0.2985,101,60.0
2012-01-10,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,140,75.0
2012-01-10,1,1,13,0,2,1,1,0.42,0.4242,0.38,0.2985,178,74.0
2012-01-10,1,1,14,0,2,1,1,0.42,0.4242,0.38,0.2985,106,73.0
2012-01-10,1,1,15,0,2,1,1,0.42,0.4242,0.38,0.2985,136,79.0
2012-01-10,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,240,77.0
2012-01-10,1,1,17,0,2,1,1,0.42,0.4242,0.38,0.2537,460,136.0
2012-01-10,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,385,245.0
2012-01-10,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,281,224.0
2012-01-10,1,1,20,0,2,1,1,0.34,0.3485,0.53,0.1045,200,156.0
2012-01-10,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,116,115.0
2012-01-10,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,114,68.0
2012-01-10,1,1,23,0,2,1,1,0.26,0.2727,0.81,0.1045,41,33.0
2012-01-11,1,1,0,0,3,1,1,0.26,0.303,0.81,0.0,28,18.0
2012-01-11,1,1,1,0,3,1,1,0.24,0.2576,0.87,0.0896,7,9.0
2012-01-11,1,1,2,0,3,1,1,0.2,0.2121,0.85,0.1642,5,3.0
2012-01-11,1,1,3,0,3,1,1,0.22,0.2727,0.8,0.0,4,1.0
2012-01-11,1,1,4,0,3,1,1,0.2,0.2121,0.8,0.1343,2,1.0
2012-01-11,1,1,5,0,3,1,1,0.2,0.2121,0.8,0.1343,22,2.0
2012-01-11,1,1,6,0,3,1,1,0.2,0.2121,0.86,0.1343,74,14.0
2012-01-11,1,1,7,0,3,1,1,0.2,0.2121,0.8,0.1343,256,59.0
2012-01-11,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,499,152.0
2012-01-11,1,1,9,0,3,1,2,0.2,0.2121,0.86,0.1343,225,315.0
2012-01-11,1,1,10,0,3,1,2,0.24,0.2424,0.87,0.1343,97,180.0
2012-01-11,1,1,11,0,3,1,2,0.26,0.2879,0.87,0.0896,99,64.0
2012-01-11,1,1,12,0,3,1,3,0.3,0.3333,0.81,0.0,55,46.0
2012-01-11,1,1,13,0,3,1,3,0.32,0.3485,0.76,0.0,65,84.0
2012-01-11,1,1,14,0,3,1,3,0.32,0.3333,0.81,0.1045,73,91.0
2012-01-11,1,1,15,0,3,1,2,0.34,0.3485,0.87,0.0896,79,75.0
2012-01-11,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,118,90.0
2012-01-11,1,1,17,0,3,1,3,0.34,0.3182,0.87,0.2239,134,131.0
2012-01-11,1,1,18,0,3,1,3,0.34,0.3333,0.87,0.194,98,281.0
2012-01-11,1,1,19,0,3,1,3,0.32,0.303,0.93,0.2239,93,289.0
2012-01-11,1,1,20,0,3,1,3,0.32,0.3182,0.93,0.1642,57,184.0
2012-01-11,1,1,21,0,3,1,3,0.34,0.3182,0.87,0.2239,29,123.0
2012-01-11,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.194,49,90.0
2012-01-11,1,1,23,0,3,1,3,0.34,0.3182,0.87,0.2239,9,52.0
2012-01-12,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,3,32.0
2012-01-12,1,1,1,0,4,1,3,0.36,0.3485,0.93,0.194,3,14.0
2012-01-12,1,1,2,0,4,1,3,0.36,0.3485,0.93,0.2537,2,5.0
2012-01-12,1,1,3,0,4,1,3,0.36,0.3485,0.93,0.2537,3,4.0
2012-01-12,1,1,4,0,4,1,3,0.36,0.3485,0.93,0.194,2,4.0
2012-01-12,1,1,5,0,4,1,3,0.34,0.3485,0.93,0.0896,16,5.0
2012-01-12,1,1,6,0,4,1,3,0.36,0.3485,0.93,0.1343,89,26.0
2012-01-12,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,220,78.0
2012-01-12,1,1,8,0,4,1,1,0.32,0.3182,0.81,0.194,508,215.0
2012-01-12,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,230,388.0
2012-01-12,1,1,10,0,4,1,1,0.34,0.3485,0.81,0.1045,90,227.0
2012-01-12,1,1,11,0,4,1,2,0.34,0.3485,0.81,0.1045,119,86.0
2012-01-12,1,1,12,0,4,1,2,0.34,0.3485,0.81,0.1045,144,84.0
2012-01-12,1,1,13,0,4,1,1,0.42,0.4242,0.77,0.1642,183,120.0
2012-01-12,1,1,14,0,4,1,1,0.42,0.4242,0.77,0.1642,156,118.0
2012-01-12,1,1,15,0,4,1,1,0.44,0.4394,0.72,0.1343,188,117.0
2012-01-12,1,1,16,0,4,1,1,0.46,0.4545,0.67,0.194,281,119.0
2012-01-12,1,1,17,0,4,1,1,0.46,0.4545,0.63,0.1642,495,197.0
2012-01-12,1,1,18,0,4,1,1,0.44,0.4394,0.67,0.194,421,412.0
2012-01-12,1,1,19,0,4,1,2,0.42,0.4242,0.71,0.1642,330,383.0
2012-01-12,1,1,20,0,4,1,2,0.42,0.4242,0.71,0.194,240,265.0
2012-01-12,1,1,21,0,4,1,1,0.44,0.4394,0.67,0.1343,174,177.0
2012-01-12,1,1,22,0,4,1,1,0.38,0.3939,0.76,0.2985,133,97.0
2012-01-12,1,1,23,0,4,1,1,0.4,0.4091,0.76,0.3284,67,71.0
2012-01-13,1,1,0,0,5,1,2,0.4,0.4091,0.71,0.2836,42,60.0
2012-01-13,1,1,1,0,5,1,2,0.38,0.3939,0.76,0.2985,12,25.0
2012-01-13,1,1,2,0,5,1,1,0.4,0.4091,0.76,0.3582,14,8.0
2012-01-13,1,1,3,0,5,1,1,0.36,0.3333,0.87,0.2537,7,5.0
2012-01-13,1,1,4,0,5,1,3,0.32,0.2879,0.7,0.4925,3,4.0
2012-01-13,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,21,3.0
2012-01-13,1,1,6,0,5,1,2,0.26,0.2576,0.75,0.2239,73,13.0
2012-01-13,1,1,7,0,5,1,1,0.26,0.2576,0.6,0.2239,177,70.0
2012-01-13,1,1,8,0,5,1,1,0.24,0.2121,0.52,0.3582,419,205.0
2012-01-13,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,214,447.0
2012-01-13,1,1,10,0,5,1,1,0.24,0.197,0.44,0.4478,103,241.0
2012-01-13,1,1,11,0,5,1,1,0.24,0.1818,0.38,0.6119,114,116.0
2012-01-13,1,1,12,0,5,1,1,0.24,0.197,0.38,0.4925,154,138.0
2012-01-13,1,1,13,0,5,1,1,0.26,0.2121,0.33,0.5224,154,191.0
2012-01-13,1,1,14,0,5,1,1,0.26,0.2121,0.33,0.5522,129,204.0
2012-01-13,1,1,15,0,5,1,1,0.26,0.2121,0.33,0.5821,138,178.0
2012-01-13,1,1,16,0,5,1,1,0.28,0.2424,0.3,0.4627,233,222.0
2012-01-13,1,1,17,0,5,1,1,0.28,0.2424,0.33,0.4179,332,294.0
2012-01-13,1,1,18,0,5,1,1,0.26,0.2273,0.38,0.2985,301,476.0
2012-01-13,1,1,19,0,5,1,1,0.26,0.2424,0.38,0.2836,206,419.0
2012-01-13,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,136,272.0
2012-01-13,1,1,21,0,5,1,1,0.24,0.2121,0.41,0.2836,102,177.0
2012-01-13,1,1,22,0,5,1,1,0.2,0.1818,0.47,0.3284,65,154.0
2012-01-13,1,1,23,0,5,1,1,0.18,0.1818,0.47,0.194,65,135.0
2012-01-14,1,1,0,0,6,0,1,0.16,0.1818,0.47,0.1045,44,101.0
2012-01-14,1,1,1,0,6,0,1,0.16,0.1515,0.47,0.194,50,79.0
2012-01-14,1,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,38,62.0
2012-01-14,1,1,3,0,6,0,1,0.14,0.1667,0.54,0.1045,20,38.0
2012-01-14,1,1,4,0,6,0,1,0.14,0.1515,0.5,0.1343,3,20.0
2012-01-14,1,1,5,0,6,0,1,0.14,0.1515,0.5,0.1343,4,10.0
2012-01-14,1,1,6,0,6,0,1,0.14,0.1515,0.5,0.0,5,9.0
2012-01-14,1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,24,7.0
2012-01-14,1,1,8,0,6,0,1,0.12,0.1515,0.54,0.1045,92,20.0
2012-01-14,1,1,9,0,6,0,1,0.14,0.1667,0.5,0.1045,81,64.0
2012-01-14,1,1,10,0,6,0,1,0.16,0.2273,0.47,0.0,149,130.0
2012-01-14,1,1,11,0,6,0,1,0.2,0.197,0.4,0.194,178,203.0
2012-01-14,1,1,12,0,6,0,1,0.22,0.2121,0.41,0.2537,219,324.0
2012-01-14,1,1,13,0,6,0,1,0.22,0.2121,0.44,0.2836,220,376.0
2012-01-14,1,1,14,0,6,0,1,0.24,0.2121,0.41,0.2985,231,445.0
2012-01-14,1,1,15,0,6,0,1,0.24,0.2121,0.38,0.2985,226,512.0
2012-01-14,1,1,16,0,6,0,1,0.24,0.2273,0.38,0.2239,206,449.0
2012-01-14,1,1,17,0,6,0,1,0.24,0.2273,0.41,0.2537,144,401.0
2012-01-14,1,1,18,0,6,0,1,0.22,0.2273,0.41,0.194,143,322.0
2012-01-14,1,1,19,0,6,0,1,0.2,0.197,0.47,0.2239,102,297.0
2012-01-14,1,1,20,0,6,0,1,0.2,0.197,0.44,0.2537,103,215.0
2012-01-14,1,1,21,0,6,0,1,0.18,0.1667,0.43,0.2537,69,170.0
2012-01-14,1,1,22,0,6,0,1,0.16,0.1364,0.47,0.3582,66,140.0
2012-01-14,1,1,23,0,6,0,1,0.16,0.1515,0.47,0.2239,76,109.0
2012-01-15,1,1,0,0,0,0,1,0.16,0.1364,0.47,0.3284,59,119.0
2012-01-15,1,1,1,0,0,0,2,0.16,0.1364,0.47,0.2985,42,91.0
2012-01-15,1,1,2,0,0,0,2,0.16,0.1364,0.47,0.2836,43,72.0
2012-01-15,1,1,3,0,0,0,2,0.16,0.1364,0.48,0.3881,25,67.0
2012-01-15,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,6,32.0
2012-01-15,1,1,5,0,0,0,2,0.16,0.1364,0.47,0.3284,5,6.0
2012-01-15,1,1,6,0,0,0,2,0.14,0.1212,0.5,0.2836,8,2.0
2012-01-15,1,1,7,0,0,0,1,0.12,0.1212,0.54,0.2836,17,2.0
2012-01-15,1,1,8,0,0,0,1,0.12,0.1212,0.54,0.2239,36,24.0
2012-01-15,1,1,9,0,0,0,1,0.12,0.1364,0.54,0.194,90,57.0
2012-01-15,1,1,10,0,0,0,1,0.14,0.1212,0.54,0.2836,126,125.0
2012-01-15,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,165,208.0
2012-01-15,1,1,12,0,0,0,1,0.18,0.1667,0.4,0.2985,234,256.0
2012-01-15,1,1,13,0,0,0,1,0.2,0.1818,0.34,0.2836,224,351.0
2012-01-15,1,1,14,0,0,0,1,0.2,0.1818,0.32,0.3582,188,343.0
2012-01-15,1,1,15,0,0,0,1,0.22,0.2273,0.27,0.194,206,328.0
2012-01-15,1,1,16,0,0,0,1,0.22,0.2121,0.29,0.2985,205,330.0
2012-01-15,1,1,17,0,0,0,1,0.22,0.2121,0.25,0.2537,146,314.0
2012-01-15,1,1,18,0,0,0,1,0.18,0.1818,0.29,0.2239,120,219.0
2012-01-15,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,110,181.0
2012-01-15,1,1,20,0,0,0,1,0.16,0.1818,0.37,0.1045,95,112.0
2012-01-15,1,1,21,0,0,0,1,0.16,0.1667,0.4,0.1642,72,126.0
2012-01-15,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,60,91.0
2012-01-15,1,1,23,0,0,0,1,0.16,0.197,0.43,0.0896,29,58.0
2012-01-16,1,1,0,1,1,0,1,0.14,0.1515,0.46,0.1343,25,30.0
2012-01-16,1,1,1,1,1,0,1,0.14,0.1667,0.43,0.1045,20,15.0
2012-01-16,1,1,2,1,1,0,1,0.14,0.2121,0.46,0.0,17,5.0
2012-01-16,1,1,3,1,1,0,1,0.12,0.197,0.5,0.0,3,5.0
2012-01-16,1,1,4,1,1,0,1,0.12,0.1515,0.58,0.1045,8,3.0
2012-01-16,1,1,5,1,1,0,1,0.12,0.1667,0.54,0.0896,6,4.0
2012-01-16,1,1,6,1,1,0,1,0.1,0.1364,0.54,0.0896,13,21.0
2012-01-16,1,1,7,1,1,0,1,0.1,0.1364,0.54,0.1045,33,88.0
2012-01-16,1,1,8,1,1,0,1,0.1,0.1212,0.58,0.1642,78,240.0
2012-01-16,1,1,9,1,1,0,1,0.1,0.1212,0.58,0.1642,96,420.0
2012-01-16,1,1,10,1,1,0,2,0.14,0.1364,0.59,0.194,126,197.0
2012-01-16,1,1,11,1,1,0,1,0.16,0.1515,0.59,0.2537,179,108.0
2012-01-16,1,1,12,1,1,0,1,0.2,0.1818,0.55,0.3284,185,88.0
2012-01-16,1,1,13,1,1,0,2,0.24,0.197,0.41,0.4179,228,103.0
2012-01-16,1,1,14,1,1,0,1,0.24,0.2121,0.44,0.3881,181,80.0
2012-01-16,1,1,15,1,1,0,1,0.26,0.2121,0.44,0.4478,192,50.0
2012-01-16,1,1,16,1,1,0,1,0.26,0.2273,0.44,0.3582,180,69.0
2012-01-16,1,1,17,1,1,0,1,0.26,0.2273,0.48,0.3284,193,49.0
2012-01-16,1,1,18,1,1,0,1,0.26,0.2273,0.52,0.3284,181,152.0
2012-01-16,1,1,19,1,1,0,1,0.26,0.2424,0.56,0.2836,144,164.0
2012-01-16,1,1,20,1,1,0,1,0.26,0.2424,0.6,0.2836,90,190.0
2012-01-16,1,1,21,1,1,0,1,0.28,0.2576,0.52,0.3284,49,132.0
2012-01-16,1,1,22,1,1,0,2,0.3,0.2727,0.49,0.3582,43,79.0
2012-01-16,1,1,23,1,1,0,3,0.26,0.2273,0.7,0.2985,28,62.0
2012-01-17,1,1,0,0,2,1,2,0.26,0.2273,0.7,0.3284,12,52.0
2012-01-17,1,1,1,0,2,1,2,0.28,0.2576,0.65,0.3582,2,14.0
2012-01-17,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,12,5.0
2012-01-17,1,1,4,0,2,1,3,0.32,0.303,0.66,0.3284,2,4.0
2012-01-17,1,1,5,0,2,1,3,0.32,0.303,0.66,0.3284,13,4.0
2012-01-17,1,1,6,0,2,1,3,0.3,0.2879,0.75,0.2537,57,23.0
2012-01-17,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,126,79.0
2012-01-17,1,1,8,0,2,1,3,0.3,0.2879,0.81,0.2836,93,222.0
2012-01-17,1,1,9,0,2,1,3,0.32,0.303,0.81,0.2537,68,471.0
2012-01-17,1,1,10,0,2,1,3,0.3,0.2879,0.87,0.2537,62,195.0
2012-01-17,1,1,11,0,2,1,2,0.34,0.3485,0.87,0.1045,75,83.0
2012-01-17,1,1,12,0,2,1,2,0.32,0.303,0.87,0.2836,86,101.0
2012-01-17,1,1,13,0,2,1,2,0.38,0.3939,0.76,0.3284,103,140.0
2012-01-17,1,1,14,0,2,1,1,0.44,0.4394,0.62,0.4925,132,178.0
2012-01-17,1,1,15,0,2,1,1,0.44,0.4394,0.62,0.4925,129,106.0
2012-01-17,1,1,16,0,2,1,1,0.46,0.4545,0.63,0.5522,219,136.0
2012-01-17,1,1,17,0,2,1,1,0.46,0.4545,0.63,0.4478,462,240.0
2012-01-17,1,1,18,0,2,1,1,0.46,0.4545,0.63,0.4478,463,460.0
2012-01-17,1,1,19,0,2,1,1,0.46,0.4545,0.63,0.4179,308,385.0
2012-01-17,1,1,20,0,2,1,1,0.46,0.4545,0.63,0.3582,180,281.0
2012-01-17,1,1,21,0,2,1,1,0.46,0.4545,0.67,0.4627,180,200.0
2012-01-17,1,1,22,0,2,1,1,0.46,0.4545,0.72,0.3881,90,116.0
2012-01-17,1,1,23,0,2,1,1,0.46,0.4545,0.72,0.3881,61,114.0
2012-01-18,1,1,0,0,3,1,2,0.46,0.4545,0.77,0.3284,17,41.0
2012-01-18,1,1,1,0,3,1,2,0.46,0.4545,0.77,0.3284,10,28.0
2012-01-18,1,1,2,0,3,1,2,0.44,0.4394,0.51,0.4925,2,7.0
2012-01-18,1,1,3,0,3,1,2,0.44,0.4394,0.51,0.4925,4,5.0
2012-01-18,1,1,4,0,3,1,1,0.34,0.2879,0.46,0.5224,1,4.0
2012-01-18,1,1,5,0,3,1,1,0.34,0.2879,0.46,0.5224,29,2.0
2012-01-18,1,1,6,0,3,1,1,0.34,0.2879,0.36,0.5224,88,22.0
2012-01-18,1,1,7,0,3,1,1,0.32,0.2879,0.42,0.3582,263,74.0
2012-01-18,1,1,8,0,3,1,1,0.3,0.2727,0.52,0.4179,489,256.0
2012-01-18,1,1,9,0,3,1,1,0.28,0.2576,0.52,0.3284,202,499.0
2012-01-18,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,93,225.0
2012-01-18,1,1,11,0,3,1,1,0.3,0.2727,0.42,0.3881,114,97.0
2012-01-18,1,1,12,0,3,1,1,0.3,0.2576,0.39,0.4925,161,99.0
2012-01-18,1,1,13,0,3,1,1,0.3,0.2727,0.42,0.4627,130,55.0
2012-01-18,1,1,14,0,3,1,1,0.3,0.2727,0.33,0.3881,105,65.0
2012-01-18,1,1,15,0,3,1,1,0.3,0.2576,0.33,0.5224,130,73.0
2012-01-18,1,1,16,0,3,1,1,0.28,0.2273,0.3,0.5224,176,79.0
2012-01-18,1,1,17,0,3,1,1,0.26,0.2121,0.33,0.4478,346,118.0
2012-01-18,1,1,18,0,3,1,1,0.24,0.2121,0.32,0.3582,355,134.0
2012-01-18,1,1,19,0,3,1,1,0.22,0.197,0.37,0.3881,256,98.0
2012-01-18,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,165,93.0
2012-01-18,1,1,21,0,3,1,1,0.2,0.1667,0.4,0.4179,124,57.0
2012-01-18,1,1,22,0,3,1,1,0.18,0.1667,0.47,0.2537,78,29.0
2012-01-18,1,1,23,0,3,1,1,0.16,0.1364,0.47,0.2985,38,49.0
2012-01-19,1,1,0,0,4,1,1,0.14,0.1364,0.5,0.194,16,9.0
2012-01-19,1,1,1,0,4,1,1,0.14,0.1515,0.5,0.1642,5,3.0
2012-01-19,1,1,2,0,4,1,1,0.14,0.1515,0.5,0.1343,3,3.0
2012-01-19,1,1,3,0,4,1,1,0.12,0.1515,0.54,0.1045,4,2.0
2012-01-19,1,1,4,0,4,1,1,0.12,0.1515,0.54,0.1045,1,3.0
2012-01-19,1,1,5,0,4,1,1,0.12,0.1212,0.55,0.2537,19,2.0
2012-01-19,1,1,6,0,4,1,1,0.12,0.1364,0.54,0.1642,86,16.0
2012-01-19,1,1,7,0,4,1,1,0.12,0.1667,0.54,0.0896,206,89.0
2012-01-19,1,1,8,0,4,1,1,0.12,0.1515,0.54,0.1045,423,220.0
2012-01-19,1,1,9,0,4,1,1,0.12,0.197,0.54,0.0,210,508.0
2012-01-19,1,1,10,0,4,1,1,0.14,0.2121,0.59,0.0,108,230.0
2012-01-19,1,1,11,0,4,1,1,0.16,0.1667,0.55,0.1642,99,90.0
2012-01-19,1,1,12,0,4,1,1,0.2,0.197,0.51,0.194,111,119.0
2012-01-19,1,1,13,0,4,1,1,0.22,0.2121,0.47,0.2836,124,144.0
2012-01-19,1,1,14,0,4,1,1,0.24,0.2273,0.44,0.194,119,183.0
2012-01-19,1,1,15,0,4,1,1,0.26,0.2273,0.44,0.2985,127,156.0
2012-01-19,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,193,188.0
2012-01-19,1,1,17,0,4,1,2,0.26,0.2273,0.44,0.3284,385,281.0
2012-01-19,1,1,18,0,4,1,2,0.26,0.2273,0.44,0.3284,361,495.0
2012-01-19,1,1,19,0,4,1,2,0.26,0.2273,0.48,0.2985,234,421.0
2012-01-19,1,1,20,0,4,1,1,0.26,0.2121,0.52,0.4478,191,330.0
2012-01-19,1,1,21,0,4,1,1,0.26,0.2273,0.44,0.3582,121,240.0
2012-01-19,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,90,174.0
2012-01-19,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,56,133.0
2012-01-20,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,27,67.0
2012-01-20,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,15,42.0
2012-01-20,1,1,2,0,5,1,1,0.26,0.2727,0.48,0.1343,11,12.0
2012-01-20,1,1,3,0,5,1,1,0.24,0.2576,0.52,0.1045,4,14.0
2012-01-20,1,1,4,0,5,1,1,0.22,0.2424,0.6,0.1045,3,7.0
2012-01-20,1,1,5,0,5,1,1,0.22,0.2424,0.6,0.1045,19,3.0
2012-01-20,1,1,6,0,5,1,1,0.24,0.2121,0.6,0.2836,68,21.0
2012-01-20,1,1,7,0,5,1,1,0.22,0.2121,0.69,0.2239,185,73.0
2012-01-20,1,1,8,0,5,1,1,0.22,0.2121,0.64,0.2537,425,177.0
2012-01-20,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,263,419.0
2012-01-20,1,1,10,0,5,1,2,0.22,0.2121,0.44,0.2836,97,214.0
2012-01-20,1,1,11,0,5,1,2,0.2,0.1818,0.32,0.3582,123,103.0
2012-01-20,1,1,12,0,5,1,2,0.2,0.1818,0.34,0.3284,124,114.0
2012-01-20,1,1,13,0,5,1,1,0.22,0.2121,0.32,0.2985,156,154.0
2012-01-20,1,1,14,0,5,1,2,0.22,0.2121,0.35,0.2985,115,154.0
2012-01-20,1,1,15,0,5,1,2,0.22,0.2273,0.35,0.194,156,129.0
2012-01-20,1,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,174,138.0
2012-01-20,1,1,17,0,5,1,2,0.22,0.2576,0.32,0.0896,349,233.0
2012-01-20,1,1,18,0,5,1,2,0.2,0.2273,0.34,0.0896,301,332.0
2012-01-20,1,1,19,0,5,1,2,0.2,0.2273,0.37,0.1045,192,301.0
2012-01-20,1,1,20,0,5,1,2,0.2,0.2273,0.34,0.0896,142,206.0
